Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
6/7/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/8/2024,AQS,60370113,1,0.034,ppm,31,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/9/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/10/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/11/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/12/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/13/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/14/2024,AQS,60370113,1,0.044,ppm,41,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/15/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/16/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/17/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/18/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/19/2024,AQS,60370113,1,0.048,ppm,44,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/20/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/21/2024,AQS,60370113,1,0.044,ppm,41,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/22/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/23/2024,AQS,60370113,1,0.048,ppm,44,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/24/2024,AQS,60370113,1,0.052,ppm,48,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/25/2024,AQS,60370113,1,0.033,ppm,31,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/26/2024,AQS,60370113,1,0.036,ppm,33,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/27/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,26,153,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/28/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/29/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
6/30/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,34,200,44201,Ozone,14,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/1/2024,AQS,60370113,1,0.053,ppm,49,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/2/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/3/2024,AQS,60370113,1,0.034,ppm,31,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/4/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/5/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/6/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/7/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/8/2024,AQS,60370113,1,0.036,ppm,33,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/9/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/10/2024,AQS,60370113,1,0.035,ppm,32,West Los Angeles,13,76,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/11/2024,AQS,60370113,1,0.046,ppm,43,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/12/2024,AQS,60370113,1,0.035,ppm,32,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/13/2024,AQS,60370113,1,0.044,ppm,41,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/14/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/15/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/16/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/17/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/18/2024,AQS,60370113,1,0.044,ppm,41,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/19/2024,AQS,60370113,1,0.044,ppm,41,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/20/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/21/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/22/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/23/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/24/2024,AQS,60370113,1,0.034,ppm,31,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/25/2024,AQS,60370113,1,0.033,ppm,31,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/26/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/27/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/28/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/29/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/30/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
7/31/2024,AQS,60370113,1,0.037,ppm,34,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/1/2024,AQS,60370113,1,0.031,ppm,29,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/2/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/3/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/4/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/5/2024,AQS,60370113,1,0.046,ppm,43,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/6/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/7/2024,AQS,60370113,1,0.034,ppm,31,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/8/2024,AQS,60370113,1,0.044,ppm,41,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/9/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/10/2024,AQS,60370113,1,0.051,ppm,47,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/11/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/12/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/13/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/14/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/15/2024,AQS,60370113,1,0.036,ppm,33,West Los Angeles,14,82,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/16/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/17/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/18/2024,AQS,60370113,1,0.036,ppm,33,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/19/2024,AQS,60370113,1,0.047,ppm,44,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/20/2024,AQS,60370113,1,0.069,ppm,97,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/21/2024,AQS,60370113,1,0.056,ppm,54,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/22/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/23/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/24/2024,AQS,60370113,1,0.046,ppm,43,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/25/2024,AQS,60370113,1,0.046,ppm,43,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/26/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/27/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/28/2024,AQS,60370113,1,0.047,ppm,44,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/29/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/30/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
8/31/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/1/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/2/2024,AQS,60370113,1,0.05,ppm,46,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/3/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/4/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/5/2024,AQS,60370113,1,0.054,ppm,50,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/6/2024,AQS,60370113,1,0.063,ppm,77,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/7/2024,AQS,60370113,1,0.058,ppm,61,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/8/2024,AQS,60370113,1,0.054,ppm,50,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/9/2024,AQS,60370113,1,0.047,ppm,44,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/10/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/11/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/12/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/13/2024,AQS,60370113,1,0.046,ppm,43,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/14/2024,AQS,60370113,1,0.052,ppm,48,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/15/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/16/2024,AQS,60370113,1,0.037,ppm,34,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/17/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/18/2024,AQS,60370113,1,0.037,ppm,34,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/19/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/20/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/21/2024,AQS,60370113,1,0.046,ppm,43,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/22/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/23/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/24/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/25/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/26/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/27/2024,AQS,60370113,1,0.038,ppm,35,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/28/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/29/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
9/30/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/1/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/2/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/3/2024,AQS,60370113,1,0.048,ppm,44,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/4/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/5/2024,AQS,60370113,1,0.041,ppm,38,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/6/2024,AQS,60370113,1,0.039,ppm,36,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/7/2024,AQS,60370113,1,0.04,ppm,37,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/8/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/9/2024,AQS,60370113,1,0.045,ppm,42,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/10/2024,AQS,60370113,1,0.056,ppm,54,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/11/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/12/2024,AQS,60370113,1,0.046,ppm,43,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/13/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/14/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/15/2024,AQS,60370113,1,0.047,ppm,44,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/16/2024,AQS,60370113,1,0.044,ppm,41,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/17/2024,AQS,60370113,1,0.043,ppm,40,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/18/2024,AQS,60370113,1,0.042,ppm,39,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/19/2024,AQS,60370113,1,0.049,ppm,45,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/20/2024,AQS,60370113,1,0.056,ppm,54,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/21/2024,AQS,60370113,1,0.048,ppm,44,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/22/2024,AQS,60370113,1,0.05,ppm,46,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
10/23/2024,AQS,60370113,1,0.056,ppm,54,West Los Angeles,17,100,44201,Ozone,87,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.05111,-118.45636
